OrderID,Customer_Name,Category,Sub_Category,City,Order_Date, Order_Year,Order_Month, Order_Quarter,Region,Sales,Discount,Profit,State
OD1626,Esther,Fruits & Veggies,Fresh Vegetables,Bengaluru,2018-07-10,2018,Jul,Q3,South,755,0.3,256.7,Karnataka
OD1627,Arutra,Bakery,Biscuits,Bengaluru,2019-04-06,2019,Apr,Q2,South,1864,0.18,428.72,Karnataka
OD1628,Jonas,Oil & Masala,Masalas,Mumbai,2017-05-09,2017,May,Q2,West,1255,0.12,539.65,Maharashtra
OD1629,Haseena,Snacks,Cookies,Mumbai,2019-03-07,2019,Mar,Q1,West,1236,0.17,432.6,Maharashtra
OD1630,Sudeep,Oil & Masala,Edible Oil & Ghee,Lucknow,2017-01-07,2017,Jan,Q1,North,1975,0.34,177.75,Uttar Pradesh
OD1631,Vince,Beverages,Soft Drinks,Bhopal,2017-07-10,2017,Jul,Q3,Central,2224,0.27,978.56,Madhya Pradesh
OD1632,Willams,Oil & Masala,Edible Oil & Ghee,Unknown,2017-11-11,2017,Nov,Q4,Others,2227,0.23,133.62,Andhra Pradesh
OD1633,Surya,Snacks,Cookies,Gurugram,2019-04-10,2019,Apr,Q2,North,758,0.17,257.72,Haryana
OD1634,Surya,Fruits & Veggies,Fresh Fruits,Mumbai,2020-03-11,2020,Mar,Q1,West,2059,0.1,905.96,Maharashtra
OD1635,James,Snacks,Cookies,Mumbai,2018-04-03,2018,Apr,Q2,West,995,0.19,447.75,Maharashtra
OD1636,Sudha,Oil & Masala,Masalas,Lucknow,2017-05-09,2017,May,Q2,North,2101,0.15,735.35,Uttar Pradesh
OD1637,Kumar,Fruits & Veggies,Fresh Fruits,Bengaluru,2019-03-07,2019,Mar,Q1,South,1382,0.34,234.94,Karnataka
OD1638,Arutra,Oil & Masala,Masalas,Bhopal,2017-06-04,2017,Jun,Q2,Central,1095,0.22,109.5,Madhya Pradesh
OD1639,Amy,Food Grains,Organic Staples,Lucknow,2020-06-09,2020,Jun,Q2,North,760,0.21,114,Uttar Pradesh
OD1640,Peer,Fruits & Veggies,Organic Vegetables,Mumbai,2019-03-08,2019,Mar,Q1,West,959,0.25,402.78,Maharashtra
OD1641,Jonas,Fruits & Veggies,Organic Fruits,Lucknow,2019-05-03,2019,May,Q2,North,811,0.23,194.64,Uttar Pradesh
OD1642,Ram,Beverages,Soft Drinks,Amritsar,2018-05-06,2018,May,Q2,North,1368,0.13,615.6,Punjab
OD1643,Shah,Bakery,Breads & Buns,Bengaluru,2019-04-06,2019,Apr,Q2,South,1177,0.14,506.11,Karnataka
OD1644,Akash,Bakery,Biscuits,Bhopal,2017-11-11,2017,Nov,Q4,Central,632,0.23,151.68,Madhya Pradesh
OD1645,Sharon,Snacks,Cookies,Kochi,2019-03-08,2019,Mar,Q1,South,722,0.12,238.26,Kerala
OD1646,Amrish,"Eggs, Meat & Fish",Fish,New Delhi,2017-07-10,2017,Jul,Q3,North,865,0.11,190.3,Delhi
OD1647,Shah,Bakery,Biscuits,Mumbai,2019-03-08,2019,Mar,Q1,West,2018,0.22,423.78,Maharashtra
OD1648,Veena,Food Grains,Dals & Pulses,Ahmedabad,2019-05-03,2019,May,Q2,West,669,0.3,100.35,Gujarat
OD1649,Muneer,Snacks,Cookies,Mumbai,2018-04-09,2018,Apr,Q2,West,2038,0.35,366.84,Maharashtra
OD1650,Rumaiza,Bakery,Cakes,Bhopal,2019-05-03,2019,May,Q2,Central,1998,0.18,219.78,Madhya Pradesh
OD1651,Peer,Oil & Masala,Edible Oil & Ghee,Unknown,2019-05-11,2019,May,Q2,Others,2365,0.28,733.15,Andhra Pradesh
OD1652,Sundar,Food Grains,Organic Staples,New Delhi,2017-11-11,2017,Nov,Q4,North,980,0.28,245,Delhi
OD1653,Sheeba,"Eggs, Meat & Fish",Fish,Lucknow,2017-11-11,2017,Nov,Q4,North,1705,0.27,136.4,Uttar Pradesh
OD1654,Harish,Fruits & Veggies,Organic Fruits,Lucknow,2018-02-12,2018,Feb,Q1,North,1350,0.19,283.5,Uttar Pradesh
OD1655,Arvind,Beverages,Health Drinks,Lucknow,2017-08-02,2017,Aug,Q3,North,1312,0.28,524.8,Uttar Pradesh
OD1656,Ramesh,Bakery,Biscuits,Patna,2019-03-09,2019,Mar,Q1,East,1602,0.33,656.82,Bihar
OD1657,Jonas,Food Grains,Organic Staples,New Delhi,2018-11-06,2018,Nov,Q4,North,1471,0.31,176.52,Delhi
OD1658,Veronica,Fruits & Veggies,Fresh Vegetables,Shimla,2017-11-11,2017,Nov,Q4,North,826,0.31,90.86,Himachal Pradesh
OD1659,Esther,Fruits & Veggies,Fresh Vegetables,Lucknow,2020-07-03,2020,Jul,Q3,North,2349,0.23,845.64,Uttar Pradesh
OD1660,Suresh,Fruits & Veggies,Organic Vegetables,Lucknow,2019-05-03,2019,May,Q2,North,1489,0.12,223.35,Uttar Pradesh
OD1661,Rumaiza,Food Grains,Atta & Flour,Lucknow,2020-05-07,2020,May,Q2,North,1919,0.11,537.32,Uttar Pradesh
OD1662,Peer,Beverages,Health Drinks,Gurugram,2018-02-07,2018,Feb,Q1,North,1954,0.31,820.68,Haryana
OD1663,Haseena,Bakery,Biscuits,Bengaluru,2019-03-08,2019,Mar,Q1,South,1367,0.15,123.03,Karnataka
OD1664,Aditi,Beverages,Soft Drinks,Bhopal,2017-05-09,2017,May,Q2,Central,1102,0.19,407.74,Madhya Pradesh
OD1665,Alan,Fruits & Veggies,Organic Vegetables,Bengaluru,2016-02-11,2016,Feb,Q1,South,630,0.26,226.8,Karnataka
OD1666,Roshan,Oil & Masala,Edible Oil & Ghee,Lucknow,2018-12-03,2018,Dec,Q4,North,573,0.12,183.36,Uttar Pradesh
OD1667,Surya,Beverages,Health Drinks,Lucknow,2017-04-11,2017,Apr,Q2,North,2185,0.3,218.5,Uttar Pradesh
OD1668,Sharon,Bakery,Breads & Buns,Lucknow,2018-01-06,2018,Jan,Q1,North,589,0.22,229.71,Uttar Pradesh
OD1669,Suresh,Oil & Masala,Masalas,Bhopal,2017-06-07,2017,Jun,Q2,Central,1585,0.27,95.1,Madhya Pradesh
OD1670,Amrish,Fruits & Veggies,Fresh Fruits,Lucknow,2019-01-12,2019,Jan,Q1,North,1330,0.15,518.7,Uttar Pradesh
OD1671,Alan,Food Grains,Organic Staples,Bengaluru,2017-01-07,2017,Jan,Q1,South,1624,0.27,519.68,Karnataka
OD1672,Kumar,Beverages,Health Drinks,Mumbai,2019-12-08,2019,Dec,Q4,West,2140,0.33,791.8,Maharashtra
OD1673,Shah,Bakery,Breads & Buns,Lucknow,2017-03-12,2017,Mar,Q1,North,1490,0.19,253.3,Uttar Pradesh
OD1674,Muneer,"Eggs, Meat & Fish",Mutton,New Delhi,2016-07-08,2016,Jul,Q3,North,1801,0.33,342.19,Delhi
OD1675,Willams,Snacks,Cookies,Lucknow,2019-06-08,2019,Jun,Q2,North,2019,0.1,706.65,Uttar Pradesh
OD1676,Rumaiza,Fruits & Veggies,Organic Fruits,Jaipur,2020-03-01,2020,Mar,Q1,West,2344,0.2,421.92,Rajasthan
OD1677,Alan,Bakery,Breads & Buns,Lucknow,2019-05-03,2019,May,Q2,North,1903,0.22,437.69,Uttar Pradesh
OD1678,Veronica,Fruits & Veggies,Fresh Vegetables,Bengaluru,2016-11-09,2016,Nov,Q4,South,2308,0.31,207.72,Karnataka
OD1679,James,"Eggs, Meat & Fish",Chicken,Lucknow,2017-11-07,2017,Nov,Q4,North,989,0.22,197.8,Uttar Pradesh
OD1680,Harish,Food Grains,Dals & Pulses,Unknown,2019-09-03,2019,Sep,Q3,Others,859,0.34,377.96,Andhra Pradesh
OD1681,Krithika,Fruits & Veggies,Organic Fruits,Shimla,2017-12-08,2017,Dec,Q4,North,635,0.15,69.85,Himachal Pradesh
OD1682,Adavan,Snacks,Noodles,Lucknow,2017-12-08,2017,Dec,Q4,North,1866,0.25,653.1,Uttar Pradesh
OD1683,Ram,Snacks,Cookies,Patna,2020-01-07,2020,Jan,Q1,East,2027,0.31,385.13,Bihar
OD1684,Willams,Bakery,Breads & Buns,Mumbai,2016-06-05,2016,Jun,Q2,West,2246,0.2,539.04,Maharashtra
OD1685,Ram,Fruits & Veggies,Organic Fruits,Mumbai,2018-03-05,2018,Mar,Q1,West,1579,0.15,189.48,Maharashtra
OD1686,Arvind,Food Grains,Atta & Flour,Bengaluru,2019-07-01,2019,Jul,Q3,South,1270,0.28,317.5,Karnataka
OD1687,Adavan,Oil & Masala,Masalas,Lucknow,2020-01-07,2020,Jan,Q1,North,1267,0.11,177.38,Uttar Pradesh
OD1688,Sudeep,Beverages,Health Drinks,Bengaluru,2017-05-12,2017,May,Q2,South,1458,0.17,626.94,Karnataka
OD1689,Sharon,"Eggs, Meat & Fish",Chicken,Ahmedabad,2019-04-06,2019,Apr,Q2,West,750,0.26,75,Gujarat
OD1690,Rumaiza,Fruits & Veggies,Organic Vegetables,Ahmedabad,2019-01-02,2019,Jan,Q1,West,843,0.21,252.9,Gujarat
OD1691,Yusuf,Beverages,Soft Drinks,Mumbai,2018-05-09,2018,May,Q2,West,1213,0.15,145.56,Maharashtra
OD1692,Yusuf,Oil & Masala,Spices,Mumbai,2020-01-07,2020,Jan,Q1,West,2019,0.23,383.61,Maharashtra
OD1693,Komal,Food Grains,Dals & Pulses,Ahmedabad,2020-01-09,2020,Jan,Q1,West,573,0.26,148.98,Gujarat
OD1694,Jackson,Oil & Masala,Masalas,Hyderabad,2020-03-11,2020,Mar,Q1,South,791,0.28,348.04,Telangana
OD1695,Muneer,Oil & Masala,Edible Oil & Ghee,Mumbai,2018-02-03,2018,Feb,Q1,West,2108,0.21,210.8,Maharashtra
OD1696,Surya,Oil & Masala,Masalas,Mumbai,2019-04-09,2019,Apr,Q2,West,769,0.33,322.98,Maharashtra
OD1697,Krithika,"Eggs, Meat & Fish",Fish,New Delhi,2019-10-09,2019,Oct,Q4,North,2064,0.25,495.36,Delhi
OD1698,Jonas,Oil & Masala,Edible Oil & Ghee,Ahmedabad,2019-12-08,2019,Dec,Q4,West,2451,0.15,1004.91,Gujarat
OD1699,Shree,Snacks,Cookies,Mumbai,2019-10-09,2019,Oct,Q4,West,2241,0.29,268.92,Maharashtra
OD1700,Haseena,"Eggs, Meat & Fish",Fish,Mumbai,2016-01-09,2016,Jan,Q1,West,1072,0.27,343.04,Maharashtra
OD1701,Arvind,Snacks,Cookies,Ranchi,2018-03-12,2018,Mar,Q1,East,679,0.11,258.02,Jharkhand
OD1702,Sabeela,Oil & Masala,Spices,Mumbai,2016-07-08,2016,Jul,Q3,West,2278,0.2,318.92,Maharashtra
OD1703,Ravi,"Eggs, Meat & Fish",Chicken,Bengaluru,2019-09-06,2019,Sep,Q3,South,1170,0.12,105.3,Karnataka
OD1704,Ganesh,Bakery,Breads & Buns,Bhopal,2018-02-09,2018,Feb,Q1,Central,856,0.29,111.28,Madhya Pradesh
OD1705,Verma,Oil & Masala,Edible Oil & Ghee,Bengaluru,2016-06-11,2016,Jun,Q2,South,519,0.22,98.61,Karnataka
OD1706,Vinne,Snacks,Noodles,Bhopal,2019-02-11,2019,Feb,Q1,Central,815,0.28,203.75,Madhya Pradesh
OD1707,Ram,Beverages,Health Drinks,Mumbai,2020-05-12,2020,May,Q2,West,1831,0.19,457.75,Maharashtra
OD1708,Shah,Snacks,Cookies,Bengaluru,2020-05-12,2020,May,Q2,South,2207,0.23,132.42,Karnataka
OD1709,Verma,Bakery,Breads & Buns,Lucknow,2018-02-11,2018,Feb,Q1,North,1050,0.22,136.5,Uttar Pradesh
OD1710,Ridhesh,"Eggs, Meat & Fish",Fish,Lucknow,2016-07-12,2016,Jul,Q3,North,973,0.29,379.47,Uttar Pradesh
OD1711,Malik,Fruits & Veggies,Fresh Vegetables,New Delhi,2018-05-03,2018,May,Q2,North,1624,0.1,422.24,Delhi
OD1712,Haseena,Snacks,Cookies,Patna,2018-02-11,2018,Feb,Q1,East,1660,0.14,730.4,Bihar
OD1713,Sundar,Snacks,Chocolates,New Delhi,2020-03-03,2020,Mar,Q1,North,993,0.25,287.97,Delhi
OD1714,Ramesh,"Eggs, Meat & Fish",Eggs,Jaipur,2017-04-03,2017,Apr,Q2,West,2309,0.22,831.24,Rajasthan
OD1715,Sharon,Fruits & Veggies,Fresh Fruits,Mumbai,2020-03-03,2020,Mar,Q1,West,1959,0.11,313.44,Maharashtra
OD1716,Arvind,Snacks,Noodles,Bhopal,2019-11-09,2019,Nov,Q4,Central,2276,0.34,955.92,Madhya Pradesh
OD1717,Sudha,Fruits & Veggies,Fresh Fruits,Mumbai,2017-03-08,2017,Mar,Q1,West,1438,0.1,359.5,Maharashtra
OD1718,Suresh,Beverages,Soft Drinks,Unknown,2019-03-09,2019,Mar,Q1,Others,603,0.28,168.84,Andhra Pradesh
OD1719,Ram,Beverages,Health Drinks,Bengaluru,2016-05-12,2016,May,Q2,South,995,0.25,338.3,Karnataka
OD1720,Shree,Bakery,Breads & Buns,Bengaluru,2019-06-06,2019,Jun,Q2,South,1054,0.14,179.18,Karnataka
OD1721,Shree,Food Grains,Organic Staples,Unknown,2017-05-04,2017,May,Q2,Others,1532,0.19,505.56,Andhra Pradesh
OD1722,Harish,"Eggs, Meat & Fish",Eggs,Mumbai,2016-07-04,2016,Jul,Q3,West,1896,0.12,853.2,Maharashtra
OD1723,Amrish,Oil & Masala,Masalas,Ahmedabad,2019-03-09,2019,Mar,Q1,West,758,0.23,189.5,Gujarat
OD1724,Roshan,Oil & Masala,Spices,Mumbai,2020-01-12,2020,Jan,Q1,West,1321,0.33,475.56,Maharashtra
OD1725,Alan,Fruits & Veggies,Fresh Vegetables,Bengaluru,2017-02-09,2017,Feb,Q1,South,1559,0.15,155.9,Karnataka
OD1726,Mathew,Fruits & Veggies,Fresh Fruits,Lucknow,2020-03-03,2020,Mar,Q1,North,2450,0.14,784,Uttar Pradesh
OD1727,Arvind,Oil & Masala,Masalas,New Delhi,2020-03-03,2020,Mar,Q1,North,988,0.1,424.84,Delhi
OD1728,Hafiz,Snacks,Noodles,Bengaluru,2018-01-12,2018,Jan,Q1,South,1998,0.18,539.46,Karnataka
OD1729,Kumar,Oil & Masala,Spices,Bhopal,2017-04-03,2017,Apr,Q2,Central,1813,0.19,416.99,Madhya Pradesh
OD1730,Jackson,Snacks,Cookies,Unknown,2018-11-09,2018,Nov,Q4,Others,1046,0.17,397.48,Andhra Pradesh
OD1731,Haseena,Oil & Masala,Masalas,Lucknow,2018-02-04,2018,Feb,Q1,North,940,0.33,394.8,Uttar Pradesh
OD1732,Willams,Food Grains,Rice,New Delhi,2016-07-12,2016,Jul,Q3,North,604,0.11,36.24,Delhi
OD1733,Ridhesh,"Eggs, Meat & Fish",Mutton,Unknown,2019-09-12,2019,Sep,Q3,Others,536,0.35,176.88,Andhra Pradesh
OD1734,Veronica,Oil & Masala,Masalas,Bengaluru,2019-05-06,2019,May,Q2,South,1572,0.13,298.68,Karnataka
OD1735,Rumaiza,"Eggs, Meat & Fish",Eggs,Unknown,2019-07-11,2019,Jul,Q3,Others,2311,0.17,993.73,Andhra Pradesh
OD1736,Sundar,Snacks,Cookies,Hyderabad,2020-01-11,2020,Jan,Q1,South,895,0.16,187.95,Telangana
OD1737,Sheeba,Snacks,Cookies,Bengaluru,2016-07-04,2016,Jul,Q3,South,932,0.35,65.24,Karnataka
OD1738,Jonas,Beverages,Soft Drinks,New Delhi,2019-01-11,2019,Jan,Q1,North,685,0.19,68.5,Delhi
OD1739,Esther,Beverages,Health Drinks,New Delhi,2016-11-12,2016,Nov,Q4,North,826,0.27,371.7,Delhi
OD1740,Adavan,Beverages,Health Drinks,Lucknow,2019-10-12,2019,Oct,Q4,North,815,0.29,171.15,Uttar Pradesh
OD1741,Aditi,Oil & Masala,Edible Oil & Ghee,Shimla,2020-01-08,2020,Jan,Q1,North,1659,0.11,613.83,Himachal Pradesh
OD1742,Jackson,Food Grains,Organic Staples,Bhopal,2017-10-10,2017,Oct,Q4,Central,2070,0.25,455.4,Madhya Pradesh
OD1743,Willams,Beverages,Health Drinks,Mumbai,2020-05-07,2020,May,Q2,West,2386,0.19,143.16,Maharashtra
OD1744,Hafiz,Oil & Masala,Masalas,Patna,2020-01-08,2020,Jan,Q1,East,2384,0.17,715.2,Bihar
OD1745,Anu,Beverages,Soft Drinks,Bhopal,2017-05-08,2017,May,Q2,Central,2010,0.15,402,Madhya Pradesh
OD1746,Sudha,Snacks,Chocolates,Lucknow,2019-11-08,2019,Nov,Q4,North,673,0.1,174.98,Uttar Pradesh
OD1747,Ganesh,"Eggs, Meat & Fish",Mutton,New Delhi,2016-11-12,2016,Nov,Q4,North,2003,0.12,220.33,Delhi
OD1748,Verma,Snacks,Noodles,Mumbai,2020-04-10,2020,Apr,Q2,West,1087,0.34,141.31,Maharashtra
OD1749,Veronica,Snacks,Cookies,Jaipur,2018-06-03,2018,Jun,Q2,West,1895,0.13,549.55,Rajasthan
OD1750,Muneer,Oil & Masala,Masalas,Unknown,2020-05-07,2020,May,Q2,Others,2132,0.35,255.84,Andhra Pradesh
OD1751,Sheeba,Snacks,Noodles,Bengaluru,2016-11-12,2016,Nov,Q4,South,2116,0.19,592.48,Karnataka
OD1752,Haseena,"Eggs, Meat & Fish",Eggs,Lucknow,2020-04-10,2020,Apr,Q2,North,2380,0.22,190.4,Uttar Pradesh
OD1753,Adavan,Fruits & Veggies,Fresh Fruits,Mumbai,2018-01-08,2018,Jan,Q1,West,1646,0.13,510.26,Maharashtra
OD1754,Shree,Snacks,Noodles,Kochi,2019-01-11,2019,Jan,Q1,South,1917,0.1,230.04,Kerala
OD1755,Arvind,Food Grains,Dals & Pulses,Patna,2016-10-08,2016,Oct,Q4,East,2122,0.33,742.7,Bihar
OD1756,Aditi,Bakery,Breads & Buns,New Delhi,2020-03-08,2020,Mar,Q1,North,1688,0.16,286.96,Delhi
OD1757,Amrish,Fruits & Veggies,Fresh Fruits,Gurugram,2019-01-11,2019,Jan,Q1,North,2123,0.11,891.66,Haryana
OD1758,Sharon,"Eggs, Meat & Fish",Fish,Lucknow,2019-11-08,2019,Nov,Q4,North,1860,0.28,818.4,Uttar Pradesh
OD1759,Harish,Food Grains,Organic Staples,Lucknow,2020-03-05,2020,Mar,Q1,North,755,0.35,226.5,Uttar Pradesh
OD1760,Roshan,Fruits & Veggies,Fresh Fruits,New Delhi,2016-11-12,2016,Nov,Q4,North,1184,0.33,106.56,Delhi
OD1761,Amrish,Bakery,Breads & Buns,Lucknow,2019-11-08,2019,Nov,Q4,North,2398,0.3,599.5,Uttar Pradesh
OD1762,Suresh,Food Grains,Rice,Lucknow,2019-07-10,2019,Jul,Q3,North,962,0.23,355.94,Uttar Pradesh
OD1763,Shree,Food Grains,Rice,Unknown,2020-07-08,2020,Jul,Q3,Others,1052,0.31,473.4,Andhra Pradesh
OD1764,Sudha,Food Grains,Dals & Pulses,Lucknow,2018-09-10,2018,Sep,Q3,North,1907,0.17,419.54,Uttar Pradesh
OD1765,Sheeba,"Eggs, Meat & Fish",Chicken,Patna,2018-03-05,2018,Mar,Q1,East,1095,0.27,153.3,Bihar
OD1766,Amrish,Snacks,Chocolates,Mumbai,2017-05-08,2017,May,Q2,West,1997,0.18,319.52,Maharashtra
OD1767,Ramesh,Snacks,Cookies,Lucknow,2018-01-08,2018,Jan,Q1,North,885,0.25,141.6,Uttar Pradesh
OD1768,Ganesh,Bakery,Breads & Buns,Gurugram,2016-08-12,2016,Aug,Q3,North,2395,0.22,1053.8,Haryana
OD1769,Arvind,Food Grains,Dals & Pulses,Ranchi,2019-12-06,2019,Dec,Q4,East,993,0.33,377.34,Jharkhand
OD1770,Sheeba,Bakery,Biscuits,Lucknow,2019-05-09,2019,May,Q2,North,1275,0.28,484.5,Uttar Pradesh
OD1771,Sundar,Oil & Masala,Masalas,Mumbai,2019-04-03,2019,Apr,Q2,West,1797,0.19,521.13,Maharashtra
OD1772,Ganesh,Beverages,Health Drinks,Shimla,2018-12-06,2018,Dec,Q4,North,732,0.13,314.76,Himachal Pradesh
OD1773,Roshan,Food Grains,Rice,Mumbai,2018-11-06,2018,Nov,Q4,West,2069,0.23,806.91,Maharashtra
OD1774,Harish,Snacks,Chocolates,Mumbai,2019-02-08,2019,Feb,Q1,West,2230,0.11,825.1,Maharashtra
OD1775,Komal,Food Grains,Atta & Flour,Lucknow,2017-05-12,2017,May,Q2,North,2120,0.29,318,Uttar Pradesh
OD1776,Arvind,"Eggs, Meat & Fish",Eggs,Lucknow,2019-05-06,2019,May,Q2,North,1862,0.18,521.36,Uttar Pradesh
OD1777,Shah,Bakery,Cakes,Gurugram,2017-01-04,2017,Jan,Q1,North,1352,0.34,554.32,Haryana
OD1778,Shah,Bakery,Breads & Buns,Bengaluru,2019-11-09,2019,Nov,Q4,South,892,0.33,205.16,Karnataka
OD1779,Kumar,Beverages,Soft Drinks,Bengaluru,2016-08-12,2016,Aug,Q3,South,1908,0.1,419.76,Karnataka
OD1780,Malik,Bakery,Biscuits,Unknown,2017-12-09,2017,Dec,Q4,Others,1834,0.15,476.84,Andhra Pradesh
OD1781,Ramesh,Bakery,Cakes,Mumbai,2018-01-07,2018,Jan,Q1,West,1636,0.33,130.88,Maharashtra
OD1782,Verma,Food Grains,Rice,Mumbai,2017-01-12,2017,Jan,Q1,West,708,0.22,318.6,Maharashtra
OD1783,Hafiz,Beverages,Health Drinks,Lucknow,2019-02-08,2019,Feb,Q1,North,1014,0.27,182.52,Uttar Pradesh
OD1784,Aditi,Beverages,Health Drinks,Lucknow,2017-03-02,2017,Mar,Q1,North,2000,0.16,880,Uttar Pradesh
OD1785,Sundar,Beverages,Health Drinks,Lucknow,2017-10-11,2017,Oct,Q4,North,1061,0.28,360.74,Uttar Pradesh
OD1786,Yadav,Fruits & Veggies,Fresh Fruits,New Delhi,2017-11-10,2017,Nov,Q4,North,1827,0.29,694.26,Delhi
OD1787,Arvind,Bakery,Cakes,Mumbai,2018-07-02,2018,Jul,Q3,West,1314,0.31,210.24,Maharashtra
OD1788,Sundar,Snacks,Chocolates,New Delhi,2016-06-10,2016,Jun,Q2,North,992,0.25,158.72,Delhi
OD1789,Muneer,Fruits & Veggies,Fresh Fruits,Bengaluru,2020-03-07,2020,Mar,Q1,South,824,0.22,107.12,Karnataka
OD1790,Willams,Fruits & Veggies,Fresh Vegetables,Lucknow,2018-01-07,2018,Jan,Q1,North,863,0.22,207.12,Uttar Pradesh
OD1791,Ganesh,Snacks,Noodles,Bengaluru,2016-11-03,2016,Nov,Q4,South,2398,0.35,263.78,Karnataka
OD1792,Ganesh,Oil & Masala,Masalas,Bhopal,2018-05-07,2018,May,Q2,Central,1859,0.22,446.16,Madhya Pradesh
OD1793,Hafiz,Bakery,Cakes,Lucknow,2018-12-06,2018,Dec,Q4,North,955,0.26,296.05,Uttar Pradesh
OD1794,Amrish,Bakery,Biscuits,New Delhi,2018-07-04,2018,Jul,Q3,North,2101,0.25,819.39,Delhi
OD1795,Ram,Food Grains,Atta & Flour,Lucknow,2018-11-06,2018,Nov,Q4,North,2359,0.17,518.98,Uttar Pradesh
OD1796,Vince,"Eggs, Meat & Fish",Mutton,Mumbai,2017-03-02,2017,Mar,Q1,West,991,0.2,297.3,Maharashtra
OD1797,Amrish,Food Grains,Atta & Flour,Patna,2018-04-05,2018,Apr,Q2,East,1713,0.13,753.72,Bihar
OD1798,Roshan,Bakery,Breads & Buns,Bhopal,2018-01-12,2018,Jan,Q1,Central,1341,0.16,482.76,Madhya Pradesh
OD1799,Willams,"Eggs, Meat & Fish",Mutton,Lucknow,2018-01-12,2018,Jan,Q1,North,2477,0.23,495.4,Uttar Pradesh
OD1800,Sundar,Oil & Masala,Edible Oil & Ghee,New Delhi,2018-05-03,2018,May,Q2,North,2494,0.13,847.96,Delhi
OD1801,Haseena,Food Grains,Dals & Pulses,Lucknow,2019-02-03,2019,Feb,Q1,North,1857,0.31,631.38,Uttar Pradesh
OD1802,Ravi,Beverages,Soft Drinks,Unknown,2017-10-11,2017,Oct,Q4,Others,1364,0.35,409.2,Andhra Pradesh
OD1803,Anu,Beverages,Health Drinks,Gurugram,2019-11-09,2019,Nov,Q4,North,1201,0.31,312.26,Haryana
OD1804,Mathew,Bakery,Breads & Buns,Patna,2018-04-04,2018,Apr,Q2,East,1027,0.15,236.21,Bihar
OD1805,Ridhesh,Bakery,Cakes,Mumbai,2019-05-10,2019,May,Q2,West,1147,0.18,344.1,Maharashtra
OD1806,Ridhesh,Fruits & Veggies,Fresh Fruits,Lucknow,2016-10-07,2016,Oct,Q4,North,1757,0.24,140.56,Uttar Pradesh
OD1807,Surya,Snacks,Chocolates,Dehradun,2018-01-10,2018,Jan,Q1,North,1143,0.32,137.16,Uttarakhand
OD1808,Esther,Bakery,Biscuits,Mumbai,2017-11-10,2017,Nov,Q4,West,2429,0.11,1093.05,Maharashtra
OD1809,Malik,Beverages,Health Drinks,Lucknow,2017-08-12,2017,Aug,Q3,North,2190,0.3,700.8,Uttar Pradesh
OD1810,Roshan,Oil & Masala,Edible Oil & Ghee,Ranchi,2018-07-04,2018,Jul,Q3,East,2168,0.24,238.48,Jharkhand
OD1811,Akash,Bakery,Breads & Buns,Lucknow,2018-06-11,2018,Jun,Q2,North,2073,0.28,642.63,Uttar Pradesh
OD1812,Surya,Beverages,Health Drinks,Unknown,2017-09-02,2017,Sep,Q3,Others,1554,0.2,295.26,Andhra Pradesh
OD1813,Mathew,Bakery,Biscuits,Mumbai,2020-03-07,2020,Mar,Q1,West,1641,0.23,180.51,Maharashtra
OD1814,Sabeela,Fruits & Veggies,Organic Vegetables,Bengaluru,2019-04-03,2019,Apr,Q2,South,1273,0.31,165.49,Karnataka
OD1815,Malik,Oil & Masala,Spices,Mumbai,2019-09-03,2019,Sep,Q3,West,879,0.16,307.65,Maharashtra
OD1816,Verma,Snacks,Noodles,Lucknow,2018-11-06,2018,Nov,Q4,North,913,0.23,155.21,Uttar Pradesh
OD1817,Veena,"Eggs, Meat & Fish",Mutton,Lucknow,2017-01-07,2017,Jan,Q1,North,976,0.11,409.92,Uttar Pradesh
OD1818,Krithika,Fruits & Veggies,Fresh Vegetables,Mumbai,2017-05-12,2017,May,Q2,West,1105,0.15,198.9,Maharashtra
OD1819,Esther,"Eggs, Meat & Fish",Mutton,Bhopal,2017-05-12,2017,May,Q2,Central,1100,0.3,242,Madhya Pradesh
OD1820,James,Food Grains,Organic Staples,Lucknow,2018-07-04,2018,Jul,Q3,North,2442,0.18,708.18,Uttar Pradesh
OD1821,Harish,Beverages,Soft Drinks,Dehradun,2017-02-03,2017,Feb,Q1,North,1921,0.14,499.46,Uttarakhand
OD1822,Yadav,Beverages,Health Drinks,Bhopal,2018-04-06,2018,Apr,Q2,Central,2296,0.15,1010.24,Madhya Pradesh
OD1823,Krithika,Fruits & Veggies,Organic Vegetables,Lucknow,2017-01-07,2017,Jan,Q1,North,1363,0.15,558.83,Uttar Pradesh
OD1824,Ravi,Fruits & Veggies,Fresh Fruits,Amritsar,2017-03-02,2017,Mar,Q1,North,1549,0.25,309.8,Punjab
OD1825,Hussain,"Eggs, Meat & Fish",Fish,Dehradun,2019-02-08,2019,Feb,Q1,North,880,0.22,237.6,Uttarakhand
OD1826,Ram,"Eggs, Meat & Fish",Eggs,Lucknow,2019-01-07,2019,Jan,Q1,North,1485,0.24,623.7,Uttar Pradesh
OD1827,Surya,Food Grains,Atta & Flour,Amritsar,2016-01-12,2016,Jan,Q1,North,865,0.19,311.4,Punjab
OD1828,Krithika,Beverages,Health Drinks,Bhopal,2018-05-03,2018,May,Q2,Central,645,0.11,103.2,Madhya Pradesh
